,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),mean-grad-hist (exit),ema-26 (exit),sma-compare (exit),ema-12 (exit),open (exit),sma-05 (exit),short_kdj (exit),sma-25 (exit),volume (exit),sma-07 (exit),long_jcrosk (exit),high (exit),low (exit),close (exit)
457,LINK/USDT:USDT,2021-03-12 10:15:00+00:00,first_buy,trailing_stop_loss,29.513,29.513,29.483619788922628,29.598575430041844,29.1,1,29.139,147338.71,0,False,29.449200000000207,29.470285714285644,29.600120000000047,-3.94035824,-0.06432471706827426,1,1,28.197772911513873,0,28.255625944831888,28.396,28.18780000000021,False,28.19724000000005,305215.55,28.18385714285706,1,28.423,27.795,27.922
455,LINK/USDT:USDT,2021-03-07 19:00:00+00:00,first_buy,trailing_stop_loss,27.988,28.046,28.039908812797517,28.10998304258034,27.796,1,27.826,63874.13,0,False,28.020600000000247,28.051857142857056,28.027040000000028,4.29613193,0.07011344179501819,0,1,31.270568484995188,0,31.245315520457684,30.705,31.178000000000235,False,31.25924000000004,213077.41,31.34928571428562,0,30.92,30.551,30.901
434,LINK/USDT:USDT,2021-02-23 05:45:00+00:00,first_buy,trailing_stop_loss,26.839,27.558,28.294093248850267,29.115112128732587,26.3,0,27.251,718578.11,0,False,27.56900000000016,28.014571428571365,29.467000000000027,-1.78081898,-0.02901381248364956,1,1,27.609819392068832,1,28.29326877393006,27.647,27.212800000000165,False,28.28324000000001,221651.33,27.392285714285652,0,27.735,26.97,27.06
435,LINK/USDT:USDT,2021-02-23 08:15:00+00:00,first_buy,trailing_stop_loss,27.05,27.306,27.378001024058243,28.131026642527832,25.883,1,26.103,1001715.83,1,False,27.037800000000164,27.105142857142795,28.13404000000001,-4.02373998,-0.0657970419346243,1,1,26.730758129651168,1,27.697793760740595,24.98,26.197400000000165,False,27.76192000000001,1013086.26,26.48128571428565,0,26.166,24.881,25.2
436,LINK/USDT:USDT,2021-02-23 09:00:00+00:00,first_buy,trailing_stop_loss,25.2,25.612,26.050641494320217,27.298697926611663,22.05,1,22.31,1811840.44,0,False,25.130600000000165,25.79885714285708,27.50000000000001,0.04192748,0.0006849192744618168,1,1,25.454542802886337,1,26.919238820936723,22.319,24.153800000000164,False,27.238320000000012,2207765.41,25.067571428571366,0,23.765,20.671,22.176
437,LINK/USDT:USDT,2021-02-23 09:30:00+00:00,first_buy,trailing_stop_loss,22.177,23.96,25.2115362178269,26.693739649015484,22.001,0,23.875,1969098.51,0,False,23.708200000000165,24.529142857142794,27.01296000000001,-0.35247616,-0.005758056411103966,1,0,24.893159334939384,0,26.12329342372281,24.909,24.394400000000164,False,26.289840000000016,644689.0,23.77971428571422,0,25.092,24.243,24.53
438,LINK/USDT:USDT,2021-02-23 11:30:00+00:00,first_buy,trailing_stop_loss,25.361,25.413,24.87949882086928,25.78093925316587,24.363,0,25.009,601462.31,0,False,24.74640000000016,24.751857142857084,25.750600000000016,-2.7756148,-0.04528175673250491,1,0,24.78265284842785,1,25.667536345523953,24.994,24.69040000000016,False,25.646800000000017,1021077.53,24.701285714285657,0,25.135,23.42,24.25
439,LINK/USDT:USDT,2021-02-23 12:30:00+00:00,first_buy,trailing_stop_loss,25.299,25.787,24.940743259561888,25.57135098302148,24.885,0,24.887,466484.33,0,False,24.981200000000165,24.992714285714225,25.34344000000002,1.8140532,0.0295904288513543,1,1,26.332426842210324,0,26.12411829802621,27.25,26.936400000000162,False,25.17892000000003,207632.64,26.875571428571366,0,27.255,26.655,26.739
440,LINK/USDT:USDT,2021-02-23 17:00:00+00:00,first_buy,trailing_stop_loss,25.814,26.168,26.17630046108337,26.13937844405939,25.595,1,25.682,226078.88,0,False,26.215000000000174,26.29299999999994,26.005760000000024,-2.9516046,-0.048244979319745675,0,0,25.333008147883056,1,25.639109746728323,24.638,24.967400000000175,False,25.99508000000002,277312.76,25.067285714285664,1,25.189,24.548000000000002,25.048
441,LINK/USDT:USDT,2021-02-24 00:15:00+00:00,first_buy,trailing_stop_loss,25.987,26.182,25.421540171965365,25.315606530430475,25.26,1,25.289,390485.31,0,False,25.630600000000175,25.616571428571376,24.97224000000004,3.87687783,0.06328503369110643,0,1,27.73210883858046,1,27.826381474330706,27.348,27.403400000000183,False,28.048880000000036,159206.25,27.606571428571378,0,27.503,27.136,27.367
442,LINK/USDT:USDT,2021-02-24 15:15:00+00:00,first_buy,trailing_stop_loss,27.278,28.014,27.42784108518461,27.64619684684333,26.836,0,26.929,726871.76,1,False,27.108600000000184,27.205999999999953,27.89312000000003,0.97369255,0.015912619792818383,1,1,28.175428995670387,1,28.20464976073707,28.008,27.899800000000177,False,28.199840000000023,225418.71,28.040857142857096,0,28.016,27.435,27.685
456,LINK/USDT:USDT,2021-03-10 03:45:00+00:00,first_buy,trailing_stop_loss,30.062,30.261,30.439087200392514,30.76039568810538,29.788,0,29.834,115390.04,0,False,30.06520000000024,30.093714285714196,30.990640000000035,-1.97977882,-0.032335053285142266,1,1,29.65539748278085,1,29.909326664234165,29.227,29.45840000000023,False,29.937240000000042,247414.88,29.55685714285706,0,29.432,29.113,29.177
443,LINK/USDT:USDT,2021-02-24 21:45:00+00:00,first_buy,trailing_stop_loss,26.745,27.35,27.639605893948207,27.90059714427712,26.708,0,27.239,277830.84,0,False,27.27400000000018,27.435857142857095,28.238560000000025,-1.29997013,-0.021198300092085898,1,1,27.207178203511134,1,27.339376885015167,27.054,27.201800000000198,False,27.272360000000027,97503.75,27.215714285714228,0,27.067,26.88,26.995
445,LINK/USDT:USDT,2021-02-25 23:45:00+00:00,first_buy,trailing_stop_loss,25.824,25.928,26.071416488389733,26.583088022561856,25.005,1,25.034,438943.38,0,False,25.69860000000018,25.833857142857084,26.70088000000003,-3.07576746,-0.050102314184533835,1,1,24.483925838195326,0,24.805160283102758,24.578,24.329800000000176,False,24.76700000000003,420694.48,24.285142857142784,0,24.599,23.86,24.138
446,LINK/USDT:USDT,2021-02-26 09:00:00+00:00,first_buy,trailing_stop_loss,24.809,24.932,24.587300947238464,24.731955956851532,24.691,0,24.792,112874.24,0,False,24.718800000000176,24.5074285714285,24.66464000000003,1.00368203,0.016377256503128938,0,1,26.29867185099638,0,26.15373128986239,26.132,26.176400000000182,False,26.288880000000027,264859.31,26.307857142857056,0,26.32,25.923000000000002,25.956
447,LINK/USDT:USDT,2021-02-27 03:00:00+00:00,first_buy,trailing_stop_loss,25.723,25.813,25.68026854159476,25.628329523767114,25.542,1,25.582,129546.55,0,False,25.755600000000186,25.79614285714277,25.407120000000045,-0.05073865,-0.0008290665852444755,0,1,26.61991740427059,0,26.539007873672396,26.112,26.49740000000021,False,26.625120000000038,466499.07,26.70885714285706,0,26.275,25.715,25.985
448,LINK/USDT:USDT,2021-02-28 02:30:00+00:00,first_buy,trailing_stop_loss,26.39,26.438,26.395703558136624,26.409910254575372,26.0,1,26.115,215610.61,1,False,26.485400000000215,26.480999999999927,26.54424000000003,-4.24354086,-0.06935673721018847,0,0,25.339096773610112,1,25.766035023950945,24.758,24.795400000000214,False,25.897280000000023,145365.22,25.009714285714203,0,25.06,24.747,24.867
449,LINK/USDT:USDT,2021-02-28 06:00:00+00:00,first_buy,trailing_stop_loss,24.476,24.507,24.858419675260997,25.359415564319352,24.146,0,24.343,123549.04,1,False,24.493800000000213,24.584571428571344,25.57424000000002,-3.22262595,-0.05248520106607871,1,1,23.9124682045244,0,24.131304333666748,23.877,23.81340000000021,False,24.185960000000026,257161.64,23.77485714285706,1,23.877,23.326,23.353
451,LINK/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,trailing_stop_loss,27.708,28.367,27.76100169353737,27.438314306964067,27.686,0,28.336,254070.35,0,False,27.8216000000002,27.834857142857068,27.352480000000043,0.301074,0.004914306131881568,0,1,29.590979965100786,0,29.498052131167768,30.41,29.62920000000019,False,29.53156000000004,760602.42,29.516999999999907,0,30.424,29.165,29.317
452,LINK/USDT:USDT,2021-03-02 17:30:00+00:00,first_buy,trailing_stop_loss,28.697,29.042,29.30045622828819,29.363971983411897,28.611,1,29.012,370058.76,0,False,29.253000000000192,29.36199999999991,29.45980000000004,0.6149778,0.010036451879642264,1,1,30.318124916205196,0,30.349453502565694,30.477,30.314400000000195,False,30.299800000000058,199563.05,30.372428571428483,0,30.52,29.971,30.031
453,LINK/USDT:USDT,2021-03-04 13:00:00+00:00,first_buy,trailing_stop_loss,29.122,29.159,29.103229542349027,29.226338357367556,28.929,1,29.007,77496.64,0,False,29.12280000000022,29.063285714285627,29.233800000000034,-2.69175269,-0.043932494660892565,0,1,28.706673648728266,1,28.923473408922987,28.082,28.51720000000023,False,28.99352000000004,377835.18,28.656142857142772,0,28.199,27.83,27.998
454,LINK/USDT:USDT,2021-03-05 00:15:00+00:00,first_buy,trailing_stop_loss,27.722,27.746,27.60803036690229,27.85943625439138,26.791,1,27.063,515910.97,1,False,27.560200000000226,27.561285714285628,27.718720000000044,-1.46964392,-0.02400544250494839,1,1,27.066698148613256,1,27.263974316718727,26.829,26.868400000000246,False,27.387680000000046,103527.86,26.9707142857142,1,26.86,26.63,26.642
444,LINK/USDT:USDT,2021-02-25 17:15:00+00:00,first_buy,trailing_stop_loss,27.96,28.101,28.013997904223245,27.891382670777283,27.423,1,27.657,372563.0,0,False,28.05880000000019,28.087285714285663,27.97224000000004,-4.2595982,-0.06964569412574621,0,1,26.844169537887435,1,27.153650626680232,26.406,26.665600000000182,False,27.299080000000025,379748.17,26.703285714285663,0,26.445,26.057,26.213
576,XLM/USDT:USDT,2020-03-20 20:30:00+00:00,first_buy,trailing_stop_loss,0.03873,0.03873,0.039676016179983425,0.040730031079396864,0.036500000000000005,1,0.03656,10441825.0,0,False,0.03893600000000054,0.03914285714285731,0.04126319999999997,3.10226237,0.05051801807001026,1,1,0.03926533423829075,1,0.03945834303731605,0.03914,0.039108000000000524,False,0.03952159999999996,2886085.0,0.03918714285714303,0,0.039220000000000005,0.03878,0.03885
577,XLM/USDT:USDT,2020-03-21 09:30:00+00:00,first_buy,trailing_stop_loss,0.038860000000000006,0.03894,0.03915528281701525,0.039391058367885236,0.03842,1,0.03855,4403141.0,0,False,0.03896800000000052,0.03907428571428589,0.03946519999999996,-1.0300548,-0.01677836923269457,1,1,0.03930497007314552,1,0.0395231971645885,0.03916,0.039124000000000554,False,0.039646399999999964,2247499.0,0.03920857142857168,0,0.03939,0.03883,0.03889
578,XLM/USDT:USDT,2020-03-22 12:15:00+00:00,first_buy,trailing_stop_loss,0.038900000000000004,0.038900000000000004,0.03911343621573852,0.039414812189433795,0.03787,1,0.038060000000000004,5511234.0,0,False,0.038882000000000555,0.039002857142857394,0.039559999999999956,-3.20621721,-0.052238962032965616,1,1,0.03700446628922763,1,0.03719963748637223,0.03674,0.03687600000000053,False,0.03708879999999996,1560261.0,0.03693857142857166,0,0.03692,0.03671,0.036750000000000005
701,XLM/USDT:USDT,2020-11-27 05:30:00+00:00,first_buy,trailing_stop_loss,0.18728,0.18985000000000002,0.18073136138813972,0.1766615008075224,0.18568,0,0.18745,26239830.0,0,False,0.18372200000000127,0.1818442857142866,0.17654440000000082,-2.25527634,-0.0367740155941646,0,1,0.18643480645597862,0,0.18275670670206756,0.18642,0.18739000000000128,False,0.18269080000000076,19356670.0,0.18820714285714374,0,0.18974000000000002,0.18425000000000002,0.18665
702,XLM/USDT:USDT,2020-11-27 09:30:00+00:00,first_buy,trailing_stop_loss,0.19,0.19019000000000003,0.18321332263612666,0.18207754108328655,0.17629,0,0.18073,94103513.0,0,False,0.1809800000000013,0.18141142857142947,0.18362600000000076,0.82562772,0.013452653726898998,1,1,0.18812707594914072,0,0.1870059018267044,0.18960000000000002,0.18843800000000135,False,0.18707880000000074,30346050.0,0.18828285714285806,1,0.18962,0.185,0.18548
703,XLM/USDT:USDT,2020-11-27 15:45:00+00:00,first_buy,trailing_stop_loss,0.18548,0.18713000000000002,0.18714291041850367,0.18661509428398557,0.1812,1,0.18173,35780387.0,0,False,0.18735600000000133,0.18717714285714376,0.18711880000000075,8.153066,0.13303008189507687,0,1,0.2095565983679665,0,0.20434138487573358,0.21028000000000002,0.21069200000000138,False,0.20300400000000082,26833814.0,0.21160714285714377,0,0.21425000000000002,0.21013,0.21113
704,XLM/USDT:USDT,2020-11-28 16:00:00+00:00,first_buy,trailing_stop_loss,0.21364000000000002,0.2139,0.21232477686373155,0.21079339677565476,0.21,1,0.21180000000000002,26127801.0,0,False,0.2129380000000011,0.2131757142857151,0.21055960000000087,-4.15893831,-0.0678805117636035,0,1,0.20902364266173784,1,0.2095007672638922,0.20416,0.20734400000000114,False,0.21028480000000083,31819667.0,0.20891000000000082,0,0.20626000000000003,0.2,0.20154000000000002
705,XLM/USDT:USDT,2020-11-30 01:30:00+00:00,first_buy,trailing_stop_loss,0.20624,0.20637000000000003,0.19989104954665288,0.19751366078007507,0.20105,1,0.20152,19615489.0,0,False,0.20370600000000122,0.20166142857142938,0.19629400000000075,-3.29441627,-0.053724726095203984,0,1,0.1959151559300205,1,0.19731112304613965,0.1937,0.1938760000000013,False,0.1982040000000007,6831002.0,0.19547428571428652,0,0.19415000000000002,0.19147000000000003,0.19171000000000002
706,XLM/USDT:USDT,2020-11-30 13:15:00+00:00,first_buy,trailing_stop_loss,0.19502000000000003,0.19579000000000002,0.19546478965042144,0.19576537637279254,0.19386,1,0.19439,10998446.0,0,False,0.1958520000000012,0.1963371428571436,0.19525560000000086,-0.6197206,-0.010111650885138856,0,1,0.2006992877636216,0,0.20000728430761988,0.20058,0.201110000000001,False,0.19948520000000072,11303446.0,0.20088142857142935,0,0.20220000000000002,0.20043000000000002,0.2019
707,XLM/USDT:USDT,2020-12-01 12:15:00+00:00,first_buy,trailing_stop_loss,0.19566000000000003,0.19678,0.1982554963813306,0.19887171097575088,0.19354000000000002,1,0.19497,17761827.0,0,False,0.19698000000000104,0.1979528571428579,0.1993372000000007,-7.29642742,-0.11907574344096528,1,1,0.19514849693804898,1,0.1973301027553249,0.19495,0.19221200000000105,False,0.19850960000000073,84881341.0,0.1947942857142865,0,0.19540000000000002,0.17443,0.17806000000000002
708,XLM/USDT:USDT,2020-12-01 14:30:00+00:00,first_buy,trailing_stop_loss,0.18805000000000002,0.1895,0.18839021291315583,0.1919024447038163,0.18709,0,0.18809,15165166.0,0,False,0.18716600000000108,0.1852885714285722,0.19422000000000075,-2.12775375,-0.03466601978947753,0,1,0.1857194635384262,1,0.18686557611162183,0.18396,0.18432000000000107,False,0.18682720000000066,3881904.0,0.1852885714285722,0,0.18491000000000002,0.18335,0.18385
709,XLM/USDT:USDT,2020-12-03 04:45:00+00:00,first_buy,trailing_stop_loss,0.18332,0.18348,0.18330957132438072,0.1835093049567339,0.1821,1,0.18252000000000002,4536123.0,1,False,0.1834000000000011,0.18348571428571506,0.18387320000000082,-1.8696994,-0.030460397397775087,1,1,0.183661359836484,0,0.18379633169007256,0.18389000000000003,0.183684000000001,False,0.1835276000000009,8369642.0,0.18411571428571488,0,0.18424000000000001,0.18150000000000002,0.18171
700,XLM/USDT:USDT,2020-11-26 16:45:00+00:00,first_buy,trailing_stop_loss,0.16124000000000002,0.16362000000000002,0.16273782105159368,0.16471546347004987,0.157,1,0.15984,29542366.0,0,False,0.16165600000000133,0.16311285714285798,0.16531880000000093,5.18391888,0.08441601431868082,1,1,0.17645077066201412,0,0.17156757361145028,0.17772000000000002,0.18166800000000127,False,0.17072760000000087,19677775.0,0.1807014285714294,0,0.18268,0.17635,0.18201
710,XLM/USDT:USDT,2020-12-04 22:45:00+00:00,first_buy,trailing_stop_loss,0.16422,0.16475,0.1662601325868231,0.16899780487728266,0.16223,1,0.16234,5292681.0,1,False,0.164214000000001,0.16437285714285774,0.1694904000000009,2.15996746,0.0351768002125409,1,0,0.17060169594661254,1,0.17169725531253954,0.16924,0.1700960000000009,False,0.1718584000000009,2814143.0,0.1704242857142862,0,0.17055,0.1691,0.17055
712,XLM/USDT:USDT,2020-12-08 08:45:00+00:00,first_buy,trailing_stop_loss,0.16243000000000002,0.16293000000000002,0.1643542143545712,0.16548895570381925,0.16,1,0.16048,13349639.0,0,False,0.16335000000000105,0.16403000000000034,0.1657524000000007,-3.10149256,-0.05058928143025307,1,1,0.15875242497757316,1,0.15979432284797015,0.15649000000000002,0.15764000000000103,False,0.1605356000000007,9150589.0,0.1583714285714289,0,0.15747000000000003,0.155,0.15560000000000002
713,XLM/USDT:USDT,2020-12-09 08:00:00+00:00,first_buy,trailing_stop_loss,0.14928000000000002,0.14928000000000002,0.14921197475169995,0.15015226768095763,0.145,1,0.14634000000000003,24563053.0,0,False,0.14904600000000107,0.149251428571429,0.14984680000000064,8.0878219,0.13172617099160458,1,1,0.1695467643974406,1,0.17025417968321604,0.16806000000000001,0.1694820000000009,False,0.17078080000000068,5959028.0,0.16964714285714316,0,0.16904000000000002,0.16785000000000003,0.1685
714,XLM/USDT:USDT,2020-12-10 15:00:00+00:00,first_buy,trailing_stop_loss,0.16632000000000002,0.16733,0.16778638126403891,0.16901066507859028,0.16505,1,0.16541,10899973.0,0,False,0.16711400000000093,0.1672085714285718,0.16937680000000063,-2.40046828,-0.03916885741989991,1,1,0.16361295378843665,1,0.16486921767866938,0.16148,0.1630780000000009,False,0.16504280000000066,11567050.0,0.16347571428571456,0,0.16195,0.16,0.16065000000000002
715,XLM/USDT:USDT,2020-12-11 07:15:00+00:00,first_buy,trailing_stop_loss,0.15986,0.16011,0.15981072388558393,0.1605281533649619,0.15869000000000003,0,0.15936,4935149.0,0,False,0.15924800000000094,0.1592857142857145,0.16013240000000067,-3.16910411,-0.051703440711166,1,1,0.1578268011910703,0,0.1577918975813925,0.15828,0.15828600000000098,False,0.1573208000000006,12804960.0,0.15808571428571444,0,0.1583,0.15583000000000002,0.15665
716,XLM/USDT:USDT,2020-12-13 07:00:00+00:00,first_buy,trailing_stop_loss,0.16135000000000002,0.16269,0.1594634326695807,0.158752859746556,0.16113000000000002,0,0.16194,7635959.0,0,False,0.16049200000000088,0.1599600000000001,0.1580500000000005,2.17775904,0.03553662502962154,0,1,0.17188100075347143,1,0.17277140163587218,0.17126000000000002,0.17118800000000095,False,0.1728356000000004,7830907.0,0.17135428571428585,1,0.1715,0.1695,0.16962000000000002
717,XLM/USDT:USDT,2020-12-14 13:15:00+00:00,first_buy,trailing_stop_loss,0.16916,0.16965000000000002,0.16958074478200955,0.17074016659011967,0.16873000000000002,0,0.16884000000000002,3642520.0,0,False,0.16927000000000098,0.16917571428571437,0.1709616000000004,-1.46011119,-0.023793975304852995,0,1,0.16785821817920366,1,0.16836987764649122,0.16668000000000002,0.16732800000000103,False,0.16846520000000037,10780150.0,0.16766857142857147,0,0.16758,0.16570000000000001,0.16643000000000002
718,XLM/USDT:USDT,2020-12-16 11:00:00+00:00,first_buy,trailing_stop_loss,0.16532000000000002,0.16571000000000002,0.16393352202124462,0.16331277171992517,0.16474000000000003,1,0.16529000000000002,5894317.0,0,False,0.16452000000000105,0.16400857142857148,0.16272080000000025,8.26965825,0.1346958386536289,0,1,0.19018386632959647,0,0.18748196703005215,0.19143000000000002,0.190420000000001,False,0.1873100000000002,14329423.0,0.19053571428571442,0,0.19337000000000001,0.19112,0.19143000000000002
719,XLM/USDT:USDT,2020-12-17 07:00:00+00:00,first_buy,trailing_stop_loss,0.18829,0.18868000000000001,0.1885315372919697,0.1879546746334327,0.18751,1,0.18793,2839615.0,0,False,0.18879200000000101,0.18889285714285722,0.1892112000000002,2.375567,0.0387426056509925,1,1,0.200556728117656,0,0.1965298587668206,0.20465000000000003,0.20548400000000094,False,0.19500600000000015,18700952.0,0.20358714285714294,0,0.20551000000000003,0.20095000000000002,0.20329000000000003
720,XLM/USDT:USDT,2020-12-17 18:00:00+00:00,first_buy,trailing_stop_loss,0.20326000000000002,0.20332000000000003,0.1990403084072474,0.19609801737668575,0.19055000000000002,1,0.1907,39947725.0,0,False,0.20245600000000094,0.20269142857142866,0.19500720000000016,-2.06900229,-0.03375118434348961,0,1,0.19112407905438125,1,0.19272492297573668,0.18838000000000002,0.18924600000000097,False,0.19506800000000013,10862622.0,0.18987142857142864,0,0.18897000000000003,0.18573,0.18642
711,XLM/USDT:USDT,2020-12-07 09:45:00+00:00,first_buy,trailing_stop_loss,0.17208,0.17248000000000002,0.17262448612806353,0.1727736333902834,0.17185,1,0.17226000000000002,1533119.0,0,False,0.172190000000001,0.17239142857142895,0.17273280000000074,-3.90730383,-0.06364780837192514,1,1,0.16505861696449325,1,0.1658896721601248,0.16396000000000002,0.16440400000000105,False,0.1660460000000007,6384074.0,0.16485428571428606,0,0.16411,0.16232000000000002,0.16246000000000002
721,XLM/USDT:USDT,2020-12-18 14:15:00+00:00,first_buy,trailing_stop_loss,0.17981000000000003,0.18180000000000002,0.18295386901615127,0.1841274097198925,0.17962,1,0.17996,10406257.0,0,False,0.18207800000000093,0.1825657142857144,0.18491360000000015,-1.67229879,-0.02730391331796219,1,1,0.1789294295042497,1,0.18014951075821675,0.17861000000000002,0.17843600000000095,False,0.18021279999999998,1317394.0,0.17858714285714278,0,0.17864000000000002,0.17794000000000001,0.17796
699,XLM/USDT:USDT,2020-11-26 14:15:00+00:00,first_buy,trailing_stop_loss,0.16178,0.16424000000000002,0.1670143939333936,0.16810585179170143,0.15866000000000002,1,0.16374000000000002,61390225.0,0,False,0.16697600000000135,0.168305714285715,0.16451560000000087,-2.73040196,-0.044536191702776944,0,1,0.16365555681627075,1,0.16612641539629805,0.16071000000000002,0.16021200000000133,False,0.16470560000000087,27869132.0,0.16284571428571507,0,0.1622,0.15710000000000002,0.15735000000000002
697,XLM/USDT:USDT,2020-11-26 08:15:00+00:00,first_buy,trailing_stop_loss,0.16313000000000002,0.16528,0.171815385264447,0.1779629637547601,0.154,1,0.161,87140908.0,0,False,0.16729000000000135,0.171405714285715,0.17652200000000076,-5.41698561,-0.0882979385403854,1,1,0.16931609522376284,1,0.17630422569885193,0.16086,0.16357600000000136,False,0.17498480000000075,66748764.0,0.16766428571428643,0,0.16504000000000002,0.15230000000000002,0.15557
677,XLM/USDT:USDT,2020-11-22 06:00:00+00:00,first_buy,trailing_stop_loss,0.10334000000000002,0.10426,0.10500549701209319,0.10538341833523932,0.10239000000000001,1,0.10399000000000001,11235119.0,0,False,0.1045760000000012,0.10500142857142913,0.10624280000000068,-1.48312971,-0.02415145125591398,1,1,0.10468751729422349,0,0.1046569340468242,0.10318000000000001,0.1045660000000012,False,0.10407640000000068,10642282.0,0.1054828571428577,0,0.10416,0.10248,0.10260000000000001
678,XLM/USDT:USDT,2020-11-22 11:45:00+00:00,first_buy,trailing_stop_loss,0.10256000000000001,0.10305,0.10415866847972757,0.10440456856187426,0.10032,1,0.10125,14778909.0,0,False,0.10344000000000123,0.10444142857142914,0.10391920000000068,0.9366277,0.0152750455339987,0,1,0.10655492619567995,1,0.1064338125785619,0.10501,0.10577000000000128,False,0.10707360000000071,6812354.0,0.10653000000000057,0,0.1057,0.10454000000000001,0.10463000000000001
679,XLM/USDT:USDT,2020-11-23 07:00:00+00:00,first_buy,trailing_stop_loss,0.10637,0.10766,0.10651565075789694,0.10617919125116836,0.10622000000000001,0,0.10758000000000001,5274261.0,0,False,0.10642200000000131,0.10663285714285774,0.10575160000000071,-0.40268993,-0.006559789883910204,0,1,0.11149266063027186,0,0.10998827789015463,0.11356000000000001,0.11225200000000132,False,0.10962400000000067,24829465.0,0.1122942857142863,0,0.11485000000000001,0.11297000000000001,0.114
680,XLM/USDT:USDT,2020-11-23 16:30:00+00:00,first_buy,trailing_stop_loss,0.11402000000000001,0.11514,0.11376978924361339,0.1124945790365686,0.11270000000000001,1,0.11418,12118279.0,0,False,0.11371800000000136,0.11455714285714347,0.11252880000000069,11.53734877,0.1879617956327312,0,0,0.12965028148832713,0,0.12444042619566835,0.13736,0.13363000000000133,False,0.12257960000000072,65254125.0,0.1325942857142864,0,0.14222,0.13551000000000002,0.1379
681,XLM/USDT:USDT,2020-11-24 01:30:00+00:00,first_buy,trailing_stop_loss,0.15810000000000002,0.15972,0.14121696898815161,0.13199241963394423,0.15056,0,0.1565,111085954.0,1,False,0.1496200000000013,0.14544142857142925,0.1284468000000007,-1.6029664,-0.026104638539937913,0,1,0.14298205068228215,0,0.13352557373513355,0.15649000000000002,0.1525780000000013,False,0.12985880000000072,49855817.0,0.14830428571428642,0,0.1585,0.1511,0.15269000000000002
682,XLM/USDT:USDT,2020-11-24 04:30:00+00:00,first_buy,trailing_stop_loss,0.16846000000000003,0.17541,0.16105138414988218,0.15046082271867678,0.16727,0,0.17398000000000002,83153787.0,0,False,0.1661240000000013,0.16383571428571497,0.14908640000000073,0.76379776,0.012472452748632266,0,0,0.16759323953926478,0,0.15526108943645128,0.18468,0.17470800000000133,False,0.15370080000000075,91778547.0,0.17126857142857213,1,0.18878,0.1814,0.18358000000000002
683,XLM/USDT:USDT,2020-11-24 06:00:00+00:00,first_buy,trailing_stop_loss,0.18459,0.18512,0.1731127523579138,0.16152348087767743,0.17518,1,0.17554,57827232.0,0,False,0.17979800000000137,0.17966428571428644,0.16150640000000074,-5.95194372,-0.09707830630907552,0,1,0.17098581677696786,0,0.1620989513697509,0.16401000000000002,0.17427200000000137,False,0.16394680000000075,78038330.0,0.17571285714285786,0,0.17,0.16073,0.16699000000000003
684,XLM/USDT:USDT,2020-11-24 06:45:00+00:00,first_buy,trailing_stop_loss,0.16693000000000002,0.16698000000000002,0.16904184496512667,0.16182125126828786,0.156,1,0.15835000000000002,80545630.0,0,False,0.16987000000000135,0.17210857142857214,0.16476480000000077,2.45730996,0.04005869810350611,0,1,0.17106297030648032,0,0.166964228169486,0.17395000000000002,0.17249400000000134,False,0.17097280000000084,52912986.0,0.17233285714285781,1,0.17412000000000002,0.16591,0.16722
685,XLM/USDT:USDT,2020-11-24 09:30:00+00:00,first_buy,trailing_stop_loss,0.16719,0.16952,0.16943482102856028,0.1664839149717463,0.16,1,0.16048,51459184.0,0,False,0.16979600000000133,0.1704685714285721,0.1710268000000008,-2.69471968,-0.04391047920239769,1,1,0.167148126298555,1,0.1657679380759142,0.16328,0.16493600000000133,False,0.1709360000000008,41643477.0,0.167435714285715,0,0.16461,0.159,0.15972
698,XLM/USDT:USDT,2020-11-26 09:00:00+00:00,first_buy,trailing_stop_loss,0.15416000000000002,0.158,0.1652948374087296,0.17328186702576467,0.14400000000000002,0,0.15596000000000002,100153544.0,0,False,0.15797600000000134,0.16115000000000074,0.17198320000000078,2.73550008,0.044551553008754435,1,1,0.16866787251854146,0,0.16898832952984053,0.16937000000000002,0.17052200000000134,False,0.16470560000000084,25885555.0,0.1702500000000007,0,0.17438,0.16919,0.16958
686,XLM/USDT:USDT,2020-11-24 10:15:00+00:00,first_buy,trailing_stop_loss,0.15962,0.16115000000000002,0.16521302994493114,0.16493846118140204,0.1535,1,0.15457,61675105.0,0,False,0.16106800000000132,0.16468142857142928,0.1706104000000008,-2.89165536,-0.047191519827048355,1,1,0.1624294868764802,1,0.16361857516796485,0.15458000000000002,0.15704800000000133,False,0.1697516000000008,117791369.0,0.16091000000000072,0,0.15597000000000003,0.14118,0.14712
688,XLM/USDT:USDT,2020-11-25 00:30:00+00:00,first_buy,trailing_stop_loss,0.20986000000000002,0.21712,0.19457671131041615,0.1889749812334605,0.20232000000000003,0,0.216,107076481.0,0,False,0.2008560000000014,0.19629285714285785,0.1889256000000008,-4.05217512,-0.06614109984896502,0,1,0.20064421799992307,0,0.1938256590747054,0.20841,0.20920000000000138,False,0.1918304000000008,37686792.0,0.20735285714285787,0,0.20950000000000002,0.20299,0.20319
