,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,sma-25 (exit),sma-05 (exit),short-small-rl (exit),long_jcrosk (exit),sma-07 (exit),volume (exit),open (exit),short-large-rl (exit),short_kdj (exit),long-bid-rl (exit),close (exit),short-bid-rl (exit),ema-12 (exit),long-large-rl (exit),ema-26 (exit),long-small-rl (exit),high (exit),sma-compare (exit),mean-grad-hist (exit),low (exit)
1060,ADA/USDT:USDT,2022-08-19 23:30:00+00:00,second_buy,short-exit-profit,0.4489,0.45480000000000004,0.455715895017067,0.45962855042191736,0.44820000000000004,0,0.45280000000000004,22814030.0,0,False,0.45244000000000917,0.45319999999999594,0.46105599999999114,0.6209595,0.010166271371835511,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-08-19 23:45:00+00:00,0.46017999999999115,0.45110000000000916,go_short,1,0.45252857142856734,20040058.0,0.4529,go_long,False,go_short,0.44730000000000003,go_short,0.4587153244647383,go_long,0.45442114193751826,go_long,0.4541,1,0,0.44630000000000003
1061,ADA/USDT:USDT,2022-08-20 00:00:00+00:00,second_buy,short-exit-profit,0.4474,0.4514,0.4536794277932847,0.45804011524512805,0.4465,0,0.4496,22068137.0,0,False,0.45046000000000913,0.45129999999999587,0.45945999999999115,1.00720778,0.016488774269873812,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-08-20 19:00:00+00:00,0.45291999999999144,0.44788000000000877,go_short,0,0.4486428571428527,41837288.0,0.4489,go_long,False,go_short,0.44110000000000005,go_short,0.4522123240732149,go_long,0.4495327047076797,go_long,0.4495,1,1,0.44010000000000005
1062,ADA/USDT:USDT,2022-08-20 19:15:00+00:00,second_buy,short-exit-profit,0.44110000000000005,0.4415,0.4475276732141905,0.4510484482159397,0.43420000000000003,1,0.4365,41922210.0,0,False,0.4452200000000087,0.44651428571428126,0.45213199999999143,0.27987534,0.004584446007126419,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-08-26 23:15:00+00:00,0.44278399999999124,0.4394000000000095,go_short,0,0.44059999999999544,34048679.0,0.43920000000000003,go_long,False,go_short,0.4323,go_short,0.44473595418102163,go_long,0.440939369999656,go_long,0.44020000000000004,1,1,0.43010000000000004
1042,ADA/USDT:USDT,2022-07-26 13:30:00+00:00,second_buy,short-exit-profit,0.45520000000000005,0.4571,0.4622153677479426,0.46539926647389357,0.4535,1,0.4549,16601374.0,0,False,0.4588000000000084,0.46118571428570904,0.4663079999999904,0.43217545,0.007096984708104752,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-26 16:00:00+00:00,0.46043999999999047,0.4534800000000086,go_short,0,0.45341428571428033,8919572.0,0.45330000000000004,go_long,False,go_short,0.4509,go_short,0.4591504361857136,go_long,0.45511584610011435,go_long,0.4536,0,0,0.4505
1017,ADA/USDT:USDT,2022-07-01 04:15:00+00:00,second_buy,short-exit-profit,0.4544,0.45530000000000004,0.4609594568972387,0.45857400229237727,0.4504,1,0.45130000000000003,23718314.0,0,False,0.4598200000000087,0.4616999999999954,0.458879999999991,0.41481054,0.00681379356021211,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-01 10:45:00+00:00,0.4529079999999911,0.452460000000009,go_short,0,0.45324285714285245,24934915.0,0.455,go_long,False,go_short,0.44730000000000003,go_short,0.4540426880078978,go_long,0.4533677689486232,go_long,0.45580000000000004,0,1,0.4466
1041,ADA/USDT:USDT,2022-07-26 13:00:00+00:00,second_buy,short-exit-profit,0.4602,0.4605,0.4650446045405149,0.4671143444151495,0.4575,1,0.45840000000000003,13611382.0,0,False,0.46362000000000847,0.4646285714285661,0.4673559999999904,0.3040912,0.004992776371484923,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-26 13:15:00+00:00,0.4668719999999904,0.4614000000000084,go_short,0,0.46288571428570907,27035326.0,0.45840000000000003,go_long,False,go_short,0.45530000000000004,go_short,0.46623920779180505,go_long,0.4635454346112049,go_long,0.45890000000000003,1,1,0.45320000000000005
1039,ADA/USDT:USDT,2022-07-26 00:45:00+00:00,second_buy,short-exit-profit,0.47040000000000004,0.47090000000000004,0.47992543077910016,0.4846878735757544,0.4671,1,0.4687,20889984.0,0,False,0.47410000000000824,0.4773428571428517,0.48650399999999044,0.32058,0.0052666278397023,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-26 01:00:00+00:00,0.48545199999999045,0.4707200000000082,go_short,0,0.4744428571428517,19797043.0,0.4687,go_long,False,go_short,0.46530000000000005,go_short,0.48325173479236516,go_long,0.47767536450539244,go_long,0.4687,1,1,0.46330000000000005
1019,ADA/USDT:USDT,2022-07-02 09:45:00+00:00,second_buy,short-exit-profit,0.44120000000000004,0.4431,0.4444813559575348,0.4456012169433409,0.44110000000000005,1,0.44260000000000005,5992862.0,0,False,0.4436000000000089,0.4443857142857098,0.44566799999999096,0.48633,0.007970307485032725,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-11 22:15:00+00:00,0.445771999999991,0.4431600000000084,go_short,0,0.4440428571428528,20406245.0,0.44270000000000004,go_long,False,go_short,0.438,go_short,0.4454998966480671,go_long,0.4441453370450284,go_long,0.4429,1,1,0.4375
1020,ADA/USDT:USDT,2022-07-11 22:30:00+00:00,second_buy,short-exit-profit,0.438,0.4388,0.44324605442271636,0.4449665709704325,0.43560000000000004,1,0.4383,16614167.0,0,False,0.44158000000000835,0.44301428571428136,0.445439999999991,0.2955696,0.004856327922720804,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-11 23:15:00+00:00,0.4443439999999911,0.43696000000000834,go_short,0,0.43879999999999564,27752040.0,0.4368,go_long,False,go_short,0.43520000000000003,go_short,0.44314531684260566,go_long,0.44042598927475446,go_long,0.4374,1,1,0.4308
1021,ADA/USDT:USDT,2022-07-11 23:30:00+00:00,second_buy,short-exit-profit,0.4353,0.4358,0.4394681447709461,0.4424827007801904,0.43220000000000003,1,0.43420000000000003,12307645.0,0,False,0.43620000000000836,0.43738571428570994,0.4437959999999911,0.55889157,0.00914014682731568,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-12 07:30:00+00:00,0.4372479999999909,0.4335800000000082,go_short,0,0.43458571428570963,24292717.0,0.4324,go_long,False,go_short,0.429,go_short,0.4369130841531309,go_long,0.4352932447990409,go_long,0.4325,1,1,0.428
1022,ADA/USDT:USDT,2022-07-12 07:45:00+00:00,second_buy,short-exit-profit,0.42910000000000004,0.43110000000000004,0.43460197636841924,0.43646026310475083,0.4284,1,0.4308,11527135.0,0,False,0.4325400000000082,0.4336857142857097,0.4369879999999909,0.41171451,0.006737001527401308,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-12 09:45:00+00:00,0.4345439999999908,0.42994000000000804,go_short,1,0.42997142857142395,21974308.0,0.4297,go_long,False,go_short,0.427,go_short,0.4335028610636126,go_long,0.43108108436303794,go_long,0.4298,1,1,0.42550000000000004
1023,ADA/USDT:USDT,2022-07-12 10:00:00+00:00,second_buy,short-exit-profit,0.427,0.4277,0.4303609175379552,0.43297672320704866,0.42550000000000004,1,0.4264,12023121.0,0,False,0.42910000000000803,0.4293571428571383,0.4341279999999908,0.47334636,0.007770703174080285,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-12 22:00:00+00:00,0.43035199999999096,0.4257600000000081,go_short,0,0.4264285714285668,9063975.0,0.42410000000000003,go_long,False,go_short,0.4222,go_short,0.4290085174418656,go_long,0.4269087064276998,go_long,0.4253,1,1,0.4219
1024,ADA/USDT:USDT,2022-07-12 22:15:00+00:00,second_buy,short-exit-profit,0.4222,0.4227,0.4261842900542075,0.4285041828165422,0.4202,1,0.4222,17232360.0,0,False,0.42456000000000815,0.4255857142857097,0.42988399999999094,0.64787897,0.010593565682181965,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-13 00:00:00+00:00,0.42622799999999095,0.4210400000000082,go_short,0,0.42167142857142387,33016547.0,0.42150000000000004,go_long,False,go_short,0.4167,go_short,0.42554231735737136,go_long,0.4226452207308731,go_long,0.4222,1,1,0.4151
1025,ADA/USDT:USDT,2022-07-13 00:15:00+00:00,second_buy,short-exit-profit,0.4168,0.42,0.42191518677227724,0.42497621977534383,0.41500000000000004,1,0.4179,24420050.0,0,False,0.42010000000000813,0.4208999999999952,0.4255759999999909,0.42141904,0.006912251440009191,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-13 12:45:00+00:00,0.4272839999999909,0.4262400000000081,go_short,0,0.426614285714281,164423185.0,0.43370000000000003,go_long,False,go_short,0.4142,go_short,0.42640824690902157,go_long,0.42651886535661254,go_long,0.43410000000000004,1,1,0.40130000000000005
1026,ADA/USDT:USDT,2022-07-13 13:00:00+00:00,second_buy,short-exit-profit,0.4142,0.41450000000000004,0.4238544245325183,0.4251335619527978,0.40690000000000004,1,0.4092,71264530.0,0,False,0.4226400000000082,0.42394285714285246,0.42670799999999093,0.414965,0.006811111135567524,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-13 13:30:00+00:00,0.42533999999999095,0.41438000000000813,go_short,0,0.41825714285713816,29672539.0,0.40890000000000004,go_long,False,go_short,0.4057,go_short,0.42258062581687056,go_long,0.4191147063220989,go_long,0.4097,1,1,0.40440000000000004
1028,ADA/USDT:USDT,2022-07-24 09:30:00+00:00,second_buy,short-exit-profit,0.5194,0.5299,0.5192408821862537,0.5169779766129702,0.5194,0,0.5291,29763587.0,0,False,0.5197600000000084,0.5186571428571377,0.5168159999999905,0.499951,0.008226373821836958,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-24 10:45:00+00:00,0.5197639999999905,0.5266800000000085,go_short,0,0.5259714285714233,23617377.0,0.5278,go_long,False,go_short,0.5237,go_short,0.5200260592155931,go_long,0.5232590512532646,go_long,0.5288,0,1,0.523
1029,ADA/USDT:USDT,2022-07-24 11:00:00+00:00,second_buy,short-exit-profit,0.5236000000000001,0.5278,0.5238807356758393,0.5205648696440677,0.5236000000000001,1,0.5273,14068387.0,0,False,0.5261800000000085,0.5271142857142805,0.5202799999999904,0.2492608,0.004079952486629269,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-24 12:45:00+00:00,0.5232519999999906,0.5268800000000085,go_short,0,0.5281999999999948,9838222.0,0.5276000000000001,go_long,False,go_short,0.5241,go_short,0.5236027327521453,go_long,0.5263635869851853,go_long,0.5276000000000001,0,1,0.5236000000000001
1030,ADA/USDT:USDT,2022-07-24 13:00:00+00:00,second_buy,short-exit-profit,0.524,0.5261,0.5259538043720798,0.5236099377334679,0.5223,1,0.5237,14922305.0,0,False,0.5260200000000085,0.5267857142857091,0.5234879999999906,0.30524812,0.0049867669666961035,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-24 17:45:00+00:00,0.5241799999999907,0.5216200000000082,go_short,0,0.5221999999999948,15965532.0,0.5219,go_long,False,go_short,0.52,go_short,0.5232302266094595,go_long,0.5227503149606155,go_long,0.5219,1,1,0.5167
1031,ADA/USDT:USDT,2022-07-24 18:00:00+00:00,second_buy,short-exit-profit,0.5201,0.5201,0.5221579588128286,0.5229094690828329,0.5174,1,0.5189,6888876.0,1,False,0.5208000000000081,0.5213285714285661,0.5238159999999906,0.4326942,0.007073753267624919,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-24 23:00:00+00:00,0.5189959999999907,0.5210600000000084,go_short,1,0.5204714285714231,31612355.0,0.5255000000000001,go_long,False,go_short,0.5141,go_short,0.5198837734314604,go_long,0.5196116576823161,go_long,0.5264,0,1,0.5117
1032,ADA/USDT:USDT,2022-07-24 23:15:00+00:00,second_buy,short-exit-profit,0.5142,0.5158,0.518809864192729,0.519477567992093,0.5103,1,0.5144000000000001,20927213.0,0,False,0.5195600000000085,0.5197999999999946,0.5187239999999906,1.17012684,0.019130887263283075,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-25 00:30:00+00:00,0.5172799999999906,0.5129400000000084,go_short,0,0.5133142857142804,27945356.0,0.5142,go_long,False,go_short,0.5037,go_short,0.517231467060368,go_long,0.5148749996312971,go_long,0.5155000000000001,1,1,0.5033
1033,ADA/USDT:USDT,2022-07-25 00:45:00+00:00,second_buy,short-exit-profit,0.5037,0.5063,0.5128942304572515,0.5161032102410815,0.5011,1,0.502,22419186.0,0,False,0.5096400000000084,0.511585714285709,0.5166759999999907,0.4392488,0.007177860991842271,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-25 01:15:00+00:00,0.5151599999999907,0.5033000000000085,go_short,0,0.5063999999999946,16171143.0,0.49920000000000003,go_long,False,go_short,0.4974,go_short,0.5135584449940686,go_long,0.5087278218066712,go_long,0.4999,1,1,0.4968
1034,ADA/USDT:USDT,2022-07-25 01:30:00+00:00,second_buy,short-exit-profit,0.4975,0.4995,0.5070620030671833,0.5123985601796931,0.49710000000000004,1,0.4979,9128348.0,0,False,0.5000400000000085,0.5037571428571376,0.5143399999999907,0.2715348,0.004439151887926496,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-25 02:15:00+00:00,0.5116839999999907,0.4964000000000085,go_short,0,0.49759999999999466,11601385.0,0.495,go_long,False,go_short,0.49470000000000003,go_short,0.508916328954311,go_long,0.502481623159955,go_long,0.4954,1,0,0.49250000000000005
1035,ADA/USDT:USDT,2022-07-25 02:30:00+00:00,second_buy,short-exit-profit,0.49460000000000004,0.4953,0.501115219596885,0.5077817860688065,0.49210000000000004,0,0.49360000000000004,13847642.0,1,False,0.49564000000000846,0.4963999999999947,0.5107799999999907,0.62645853,0.010245425570130176,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-25 14:15:00+00:00,0.49350799999999034,0.4915200000000084,go_short,1,0.4917142857142804,12947061.0,0.4927,go_long,False,go_short,0.48750000000000004,go_short,0.4933290275561962,go_long,0.4920465926252315,go_long,0.49310000000000004,1,1,0.4873
1036,ADA/USDT:USDT,2022-07-25 14:30:00+00:00,second_buy,short-exit-profit,0.48760000000000003,0.4897,0.4911932706828882,0.4928231736631446,0.484,1,0.48650000000000004,19729369.0,0,False,0.49058000000000834,0.49099999999999466,0.4932439999999903,0.42529087,0.006943491714236564,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-25 19:15:00+00:00,0.4904999999999904,0.4890600000000084,go_short,0,0.48951428571428035,23513057.0,0.4903,go_long,False,go_short,0.4823,go_short,0.4907497708147752,go_long,0.4896348825827206,go_long,0.49060000000000004,1,1,0.481
1037,ADA/USDT:USDT,2022-07-25 19:30:00+00:00,second_buy,short-exit-profit,0.4823,0.4839,0.4884295160315328,0.4900868248284956,0.4812,1,0.4818,8690894.0,0,False,0.48742000000000835,0.4880999999999946,0.4901239999999904,0.77356589,0.01265760258909522,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-26 00:00:00+00:00,0.4887879999999904,0.48316000000000825,go_short,0,0.48421428571428027,41030591.0,0.48210000000000003,go_long,False,go_short,0.4747,go_short,0.4882292361978607,go_long,0.4858092948322187,go_long,0.4824,1,1,0.4736
1038,ADA/USDT:USDT,2022-07-26 00:15:00+00:00,second_buy,short-exit-profit,0.4747,0.4771,0.48406940331956966,0.48721225573875987,0.4731,1,0.47450000000000003,18955213.0,0,False,0.4804600000000082,0.482528571428566,0.48818399999999046,0.4070079,0.006655971039532683,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-26 00:30:00+00:00,0.48739999999999045,0.4774200000000082,go_short,0,0.48009999999999453,42794653.0,0.47450000000000003,go_long,False,go_short,0.47040000000000004,go_short,0.4859669034618147,go_long,0.481966418193482,go_long,0.47500000000000003,1,1,0.4686
1040,ADA/USDT:USDT,2022-07-26 01:15:00+00:00,second_buy,short-exit-profit,0.46530000000000005,0.46940000000000004,0.476156077658409,0.4821071618447826,0.465,0,0.46780000000000005,15116292.0,0,False,0.4693400000000082,0.4719428571428517,0.48455199999999043,0.88342643,0.014427150394906276,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-07-26 12:45:00+00:00,0.46769999999999046,0.4653000000000085,go_short,1,0.4658285714285661,17785901.0,0.4651,go_long,False,go_short,0.4602,go_short,0.4678114919683614,go_long,0.46625271445697214,go_long,0.4655,1,1,0.45780000000000004
1064,ADA/USDT:USDT,2022-09-09 11:00:00+00:00,second_buy,short-exit-profit,0.4948,0.49810000000000004,0.4941881530126396,0.49215288957251585,0.49470000000000003,0,0.4979,18707777.0,0,False,0.494820000000008,0.4942999999999946,0.49282799999999116,0.2715348,0.004439151887926496,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-09-09 11:15:00+00:00,0.49294399999999117,0.49484000000000805,go_short,0,0.49457142857142317,13759677.0,0.4978,go_long,False,go_short,0.49450000000000005,go_short,0.4923267496041813,go_long,0.4942361294722335,go_long,0.4979,0,0,0.49410000000000004
969,ADA/USDT:USDT,2022-05-13 05:00:00+00:00,second_buy,short-exit-profit,0.5408000000000001,0.5491,0.5336532418029926,0.5161710886653784,0.5401,1,0.5468000000000001,7991113.0,0,False,0.5438400000000103,0.5434571428571385,0.508831999999992,0.34601816,0.0056557066524147714,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-05-13 20:15:00+00:00,0.5608759999999918,0.5498200000000109,go_short,1,0.551214285714282,10675262.0,0.5533,go_long,False,go_short,0.5426,go_short,0.5581894557880187,go_long,0.5527240238928126,go_long,0.5566,1,0,0.542
967,ADA/USDT:USDT,2022-05-13 03:15:00+00:00,second_buy,short-exit-profit,0.5252,0.5536,0.5113503177747141,0.4966166447008134,0.5252,0,0.5442,42395013.0,0,False,0.5275600000000102,0.5189142857142814,0.48543999999999193,0.3713696,0.00609795906507279,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-05-13 04:15:00+00:00,0.49850399999999195,0.5430800000000104,go_short,1,0.5380999999999957,12824377.0,0.5461,go_long,False,go_short,0.5401,go_short,0.5088467928448411,go_long,0.5266432548769157,go_long,0.5474,0,1,0.5372
900,ADA/USDT:USDT,2022-03-10 06:45:00+00:00,second_buy,short-exit-profit,0.7996000000000001,0.8048000000000001,0.8073269478775232,0.8172777750083879,0.7996000000000001,0,0.8034,4169577.0,0,False,0.8014800000000039,0.8014428571428517,0.8200559999999928,1.14075188,0.018701665516518185,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-03-10 13:45:00+00:00,0.8061639999999924,0.8042000000000039,go_short,0,0.8054857142857089,46564470.0,0.8085,go_long,False,go_short,0.7867000000000001,go_short,0.8068960535685322,go_long,0.8044436044309328,go_long,0.8220000000000001,1,1,0.7851
901,ADA/USDT:USDT,2022-03-10 14:00:00+00:00,second_buy,short-exit-profit,0.7867000000000001,0.7979,0.8032676652877123,0.806148197748641,0.785,1,0.7968000000000001,22676134.0,0,False,0.8018800000000039,0.8040714285714232,0.8056119999999924,0.61470125,0.010030280207260248,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-03-11 02:15:00+00:00,0.8034079999999925,0.7933800000000035,go_short,0,0.7954571428571374,8954357.0,0.7933,go_long,False,go_short,0.787,go_short,0.8009800399620824,go_long,0.7976068878674748,go_long,0.7947000000000001,1,1,0.7855000000000001
902,ADA/USDT:USDT,2022-03-11 02:30:00+00:00,second_buy,short-exit-profit,0.787,0.7901,0.7962673666570941,0.8000852221871134,0.7866000000000001,1,0.7889,5489714.0,0,False,0.7918400000000034,0.7938142857142803,0.8027199999999926,0.30367376,0.005003501682842621,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-03-11 21:00:00+00:00,0.790675999999993,0.7886200000000029,go_short,1,0.7889857142857089,7906980.0,0.7904,go_long,False,go_short,0.7833,go_short,0.7918023190778026,go_long,0.7889380405304084,go_long,0.7908000000000001,1,1,0.782
903,ADA/USDT:USDT,2022-03-11 21:15:00+00:00,second_buy,short-exit-profit,0.7833,0.7922,0.7894244958334224,0.7918243695164839,0.7831,0,0.7921,6097914.0,0,False,0.7891000000000029,0.7891714285714231,0.7902759999999931,0.6092992,0.009999870623529254,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-03-13 12:30:00+00:00,0.7917559999999924,0.7878000000000032,go_short,0,0.7886142857142807,13586250.0,0.7894,go_long,False,go_short,0.7828,go_short,0.7910161329060447,go_long,0.7890954215132955,go_long,0.7895000000000001,1,1,0.7798
904,ADA/USDT:USDT,2022-03-13 12:45:00+00:00,second_buy,short-exit-profit,0.7828,0.7899,0.7890038182035577,0.7908297526907822,0.782,0,0.7885000000000001,8702177.0,0,False,0.7874400000000031,0.7883285714285665,0.7914799999999923,0.5447323,0.008982149900465475,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-03-14 00:15:00+00:00,0.799151999999992,0.7857400000000038,go_short,1,0.7876142857142808,15315681.0,0.7864,go_long,False,go_short,0.7796000000000001,go_short,0.7966448681774366,go_long,0.7911014701042891,go_long,0.7882,1,1,0.7755000000000001
906,ADA/USDT:USDT,2022-03-23 14:00:00+00:00,second_buy,short-exit-profit,1.0216,1.0438,1.000454660713221,0.9881438316565687,1.0167,0,1.0392,49659720.0,0,False,1.0146600000000068,1.0034142857142825,0.9827079999999928,0.39871575,0.006509486842304785,0,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-08 22:15:00+00:00,1.0543519999999926,1.042660000000009,go_short,0,1.0442857142857098,6455064.0,1.0409,go_long,False,go_short,1.0346,go_short,1.053639149096656,go_long,1.0464487294688158,go_long,1.0439,1,1,1.0331
907,ADA/USDT:USDT,2022-04-08 22:30:00+00:00,second_buy,short-exit-profit,1.0346,1.0361,1.0437950787813057,1.0518288417561628,1.0263,1,1.0292,13815549.0,0,False,1.0387000000000088,1.0418714285714241,1.0527719999999927,0.303791,0.005008409439465702,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-08 23:30:00+00:00,1.0462839999999927,1.026760000000009,go_short,0,1.0298999999999956,4772116.0,1.025,go_long,False,go_short,1.0219,go_short,1.0449558873158096,go_long,1.0349215835733028,go_long,1.0272000000000001,1,1,1.0205
908,ADA/USDT:USDT,2022-04-08 23:45:00+00:00,second_buy,short-exit-profit,1.0219,1.0258,1.0327490322543331,1.0431665623294533,1.0185,0,1.0208,4685007.0,0,False,1.025080000000009,1.027028571428567,1.0448359999999928,0.28628338,0.004678845839046988,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-11 02:30:00+00:00,1.038267999999993,1.0217600000000098,go_short,0,1.0224142857142815,6866576.0,1.0202,go_long,False,go_short,1.0146,go_short,1.0335768941897958,go_long,1.0251465465900182,go_long,1.0215,1,1,1.0116
909,ADA/USDT:USDT,2022-04-11 02:45:00+00:00,second_buy,short-exit-profit,1.0145,1.0165,1.0232470778838616,1.0320378649905517,1.0112,1,1.0128,3844950.0,0,False,1.0183600000000097,1.0210571428571387,1.036155999999993,0.449022,0.007395785557499448,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-11 03:15:00+00:00,1.031623999999993,1.01168000000001,go_short,0,1.0146571428571387,12462938.0,1.0074,go_long,False,go_short,1.0034,go_short,1.028226701809458,go_long,1.0181307480706938,go_long,1.0077,1,1,1.0003
910,ADA/USDT:USDT,2022-04-11 03:30:00+00:00,second_buy,short-exit-profit,1.0034,1.0069,1.0159721714444332,1.0264395387124612,1.0019,0,1.0041,5900086.0,0,False,1.00846000000001,1.0117714285714245,1.0292359999999932,0.50041449,0.008178197348337479,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-11 09:30:00+00:00,1.0136239999999928,1.0051400000000097,go_short,0,1.0080999999999958,18111006.0,1.0045,go_long,False,go_short,0.9939,go_short,1.0141723696985243,go_long,1.0091836912659338,go_long,1.0049,1,1,0.9914000000000001
911,ADA/USDT:USDT,2022-04-11 09:45:00+00:00,second_buy,short-exit-profit,0.994,0.9943000000000001,1.0052938926096362,1.011929971943078,0.983,1,0.9839,19789866.0,0,False,0.9998600000000097,1.0035571428571388,1.0128159999999926,0.8709884,0.014292369409759389,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-11 10:00:00+00:00,1.0112359999999925,0.9920200000000097,go_short,0,0.9968142857142815,25654115.0,0.9839,go_long,False,go_short,0.9681000000000001,go_short,1.008683307354702,go_long,0.9995717552850768,go_long,0.9882000000000001,1,1,0.9667
912,ADA/USDT:USDT,2022-04-11 10:15:00+00:00,second_buy,short-exit-profit,0.9679000000000001,0.9829,0.9959145621642957,1.0062475068099093,0.9616,1,0.9758,40202973.0,0,False,0.9852600000000098,0.9918857142857102,1.0098199999999926,0.5430642,0.008985312428640979,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-11 11:30:00+00:00,1.0007999999999926,0.9732200000000096,go_short,1,0.9728571428571388,11589274.0,0.9747,go_long,False,go_short,0.9652000000000001,go_short,0.9956192698224695,go_long,0.9827384043090551,go_long,0.9747,0,0,0.9627
913,ADA/USDT:USDT,2022-04-11 11:45:00+00:00,second_buy,short-exit-profit,0.9651000000000001,0.9692000000000001,0.9801017267230466,0.9933956202059903,0.9560000000000001,0,0.9656,21032288.0,0,False,0.9716400000000096,0.9724999999999959,0.9985679999999926,0.2945502,0.004846810356338111,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-11 13:00:00+00:00,0.9873239999999925,0.9609800000000096,go_short,1,0.9622428571428531,5553685.0,0.9614,go_long,False,go_short,0.9590000000000001,go_short,0.983025039926325,go_long,0.9692034576209986,go_long,0.9633,1,0,0.9579000000000001
914,ADA/USDT:USDT,2022-04-11 13:15:00+00:00,second_buy,short-exit-profit,0.9590000000000001,0.9611000000000001,0.9666029256793065,0.9807491110428935,0.9500000000000001,1,0.9523,12053984.0,0,False,0.9593800000000096,0.9603999999999958,0.9847799999999927,0.3841984,0.0063094383757970485,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-11 13:30:00+00:00,0.9820359999999927,0.9559200000000094,go_short,0,0.9573857142857101,16265799.0,0.9524,go_long,False,go_short,0.9445,go_short,0.9780639917063829,go_long,0.9632024755747978,go_long,0.9559000000000001,1,1,0.9424
915,ADA/USDT:USDT,2022-04-11 13:45:00+00:00,second_buy,short-exit-profit,0.9445,0.9512,0.9608482485632904,0.9758296219503546,0.9375,0,0.9479000000000001,29197706.0,0,False,0.9530200000000095,0.9556142857142814,0.9792479999999927,0.3719616,0.006137480449116698,1,go_long,go_short,go_long,go_long,go_short,go_short,2022-04-11 15:00:00+00:00,0.9657959999999925,0.9455400000000094,go_short,0,0.9457285714285671,10672328.0,0.9431,go_long,False,go_short,0.9403,go_short,0.9660176121051541,go_long,0.9516613539155505,go_long,0.9446,1,0,0.9372
